Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
METTL9	Expressed in all		329.5135283	-0.388157355	0.094291775	-4.116555826	3.85E-05	0.000355619
ZNF138	Mixed		59.77150815	-0.246802621	0.224431196	-1.099680551	0.271471332	0.461467895
ZNF429	Mixed		148.7180632	0.50603579	0.11523296	4.391415349	1.13E-05	0.00012263
ZNF470	Mixed		128.3303644	-0.050634116	0.127915767	-0.395839524	0.692223417	0.823843829
SERTAD1	Expressed in all		122.7970907	-0.155490799	0.215319441	-0.722140085	0.470208355	0.658651544
ZNF100	Mixed		97.72409387	0.090442887	0.17736528	0.509924417	0.610104415	0.767618357
CXorf40B	Expressed in all		175.8359984	0.18165105	0.108869954	1.668514074	0.09521372	0.222424469
ZNF398	Expressed in all		64.11821804	0.011721566	0.383770037	0.030543203	0.975633838	0.988580337
ZSCAN25	Mixed		98.51525855	-0.057941486	0.08328962	-0.695662747	0.48664006	0.670512881
ANXA6	Expressed in all		1281.907039	-0.164713694	0.157093916	-1.048504605	0.294406182	0.486952581
ZNF441	Mixed		131.1133863	-0.020279309	0.117014177	-0.173306426	0.862410573	0.928176046
GMFB	Expressed in all		722.1423082	-0.310036345	0.15312531	-2.024723059	0.04289581	0.122891631
SIGLEC15	Not detected		5.958601656	-1.16721232	0.34660325	-3.367574658	0.000758325	0.004547575
ZNF420	Mixed		83.69206191	0.045799994	0.121755495	0.37616367	0.706795222	0.832887226
ZNF763	Mixed		11.73851038	-1.281213793	0.380392532	-3.368136035	0.000756782	0.004543798
ZMYM1	Mixed		141.0520173	-0.18011625	0.146833689	-1.22666843	0.219947238	0.401492014
DTHD1	Tissue enhanced	fallopian tube: 20.9	5.368917815	-0.317064997	0.378532312	-0.837616729	0.402245994	0.595805637
HIST1H4C	Mixed		38.4709915	0.287299522	0.287985481	0.997618079	0.318464591	0.512876953
ZSCAN26	Expressed in all		108.4677115	-0.174821114	0.129866571	-1.346159466	0.178251094	0.347551422
MAFG	Expressed in all		331.8968503	0.066931907	0.157272042	0.425580453	0.670413587	0.80949774
ARRDC1	Expressed in all		292.6705703	0.380680135	0.1762035	2.160457278	0.030737287	0.094758474
KIAA1671	Mixed		1746.509611	0.070860478	0.081472841	0.869743547	0.384440569	0.579112165
KRT35	Tissue enriched	skin: 2.2	0.042855941	0.454431738	3.928753463	0.115668174	0.907915531	NA
IGF2R	Expressed in all		1825.958953	-0.206581234	0.084638722	-2.440741413	0.014657146	0.052717863
GAL3ST4	Tissue enhanced	skin: 32.6	18.69880748	-1.752981503	0.240059108	-7.302291173	2.83E-13	1.77E-11
DYNC1H1	Expressed in all		1533.578469	-0.160282556	0.080470196	-1.991825082	0.046390253	0.130558799
SLC6A17	Tissue enriched	cerebral cortex: 75.4	0.079579844	-0.623652446	2.314515772	-0.269452666	0.787581363	NA
IFNL3	Not detected		0.008112209	0.315246649	3.92884572	0.080238999	0.936047173	NA
PCBP2	Expressed in all		5636.33886	0.19017526	0.077099186	2.466631249	0.013639073	0.049753437
ZGPAT	Expressed in all		1720.500189	0.868097358	0.27579311	3.147639762	0.001645944	0.008715695
SLC25A29	Expressed in all		158.0740128	0.143659049	0.15486184	0.92765945	0.353584249	0.548362888
PGAP1	Mixed		59.97236979	-0.15464485	0.315185104	-0.490647712	0.623675634	0.776841424
SRC	Mixed		152.8928667	-0.462151905	0.192587841	-2.399694094	0.016408778	0.057578759
ZNF679	Tissue enriched	testis: 1.6	0.027083291	0.358253599	3.928753464	0.0911876	0.927343528	NA
ZNF682	Mixed		32.0629123	0.475521901	0.322944739	1.472455944	0.140897796	0.29471211
OR8B8	Not detected		0.020609696	0.014200301	3.928629877	0.003614568	0.997115998	NA
ZNF772	Mixed		91.10734989	-0.178490821	0.126692058	-1.408855645	0.158877857	0.320394241
ZNF257	Mixed		7.468907984	-0.288626684	0.389151591	-0.741681881	0.4582801	0.647517683
PCNX3	Mixed		516.6897536	0.039307421	0.146280071	0.268713438	0.78815021	0.884842524
ADAM32	Tissue enriched	testis: 28.7	7.521725001	-0.312813863	0.275121846	-1.137001177	0.255537793	0.443777194
ACSL5	Expressed in all		2852.247231	0.338066843	0.162567743	2.079544424	0.037567339	0.110939563
LRRC8B	Tissue enhanced	cerebral cortex: 37.6	148.2061955	-0.691487636	0.143087811	-4.832610364	1.35E-06	1.90E-05
ABCB8	Expressed in all		219.4050928	-0.09385215	0.173628191	-0.540535209	0.588827987	0.7519466
HIST1H3J	Tissue enhanced	lymph node: 1.5	0.178705082	0.148786508	2.139463814	0.06954383	0.944556746	NA
SND1	Expressed in all		1332.013681	0.272560132	0.179270222	1.520387101	0.128413714	0.276212097
ZNF785	Expressed in all		88.56583388	0.228964029	0.118064238	1.939317379	0.052462704	0.143118256
SULT1A2	Tissue enhanced	duodenum: 49.2;small intestine: 49.2	364.5010294	0.586548591	0.199217666	2.944259928	0.00323728	0.015378933
NEK5	Group enriched	fallopian tube: 12.2;testis: 18.7	9.815653828	0.191522356	0.33130799	0.578079498	0.563210448	0.732536188
PSMD12	Expressed in all		1031.603545	0.093017656	0.070242902	1.324228549	0.185427152	0.357661676
MAGEA6	Tissue enriched	testis: 10.9	0	NA	NA	NA	NA	NA
ADGRA1	Tissue enhanced	adrenal gland: 4.9;cerebral cortex: 22.4	8.986778948	1.69040884	0.43028526	3.928577151	8.54E-05	0.000713315
PIWIL2	Tissue enriched	testis: 53.4	30.17232929	0.745226894	0.181791192	4.099356443	4.14E-05	0.000379022
NOL4L	Tissue enhanced	testis: 60.2	169.3365092	-0.310766591	0.106226369	-2.925512703	0.003438891	0.016145666
CYSRT1	Tissue enhanced	esophagus: 45.6;skin: 12.2	4.435140437	0.342359238	0.408838039	0.837395754	0.402370152	0.595847721
SLC22A4	Tissue enhanced	fallopian tube: 18.4	9.659135325	-0.638854774	0.239197558	-2.670824819	0.007566512	0.030824115
ZSCAN5B	Tissue enriched	testis: 2.7	0.530284876	-1.124029266	0.891627432	-1.260649039	0.207435322	0.386156706
ENTPD4	Expressed in all		378.3574362	-0.271622313	0.096945427	-2.801806339	0.005081737	0.022349766
C1D	Expressed in all		707.0319834	0.124875547	0.139003297	0.898363922	0.368991564	0.563688678
TBC1D9B	Expressed in all		1329.389742	0.199602402	0.118618825	1.682721118	0.092429092	0.218124041
OR1J2	Not detected		0.01024726	0.165896751	3.928753465	0.042226307	0.966318291	NA
HIST1H4J	Mixed		26.74339477	1.024264384	0.536781477	1.908158959	0.056370674	0.151468312
SLC2A7	Group enriched	duodenum: 3.0;small intestine: 3.1	0.012653248	0.315246362	3.92884572	0.080238926	0.936047231	NA
FAM110D	Mixed		13.30737803	-0.246013777	0.263249813	-0.934525934	0.350032665	0.54471159
SERPINA1	Tissue enriched	liver: 17144.0	304561.2407	-0.275716239	0.138455163	-1.991375637	0.046439606	0.130670247
C6orf141	Tissue enhanced	gallbladder: 9.3	17.56189076	-0.802543193	0.285897132	-2.807104739	0.004998899	0.022047764
GTF2E2	Expressed in all		258.2068176	-0.269297414	0.081770041	-3.293350614	0.000990009	0.005699422
IL27	Tissue enhanced	liver: 8.0	96.20649533	0.826347444	0.220747776	3.743401	0.000181546	0.001346612
GUCA2A	Group enriched	colon: 768.8;rectum: 859.2;small intestine: 1127.0	0.443196556	-1.841319548	0.915860568	-2.01048021	0.044380389	NA
RAD54B	Mixed		35.51743601	0.036770494	0.216850823	0.169565851	0.865351581	0.92936308
ZNF165	Tissue enhanced	testis: 35.8	14.4382987	-0.571043088	0.197654884	-2.889091713	0.003863564	0.017770823
SYNGAP1	Tissue enhanced	cerebral cortex: 26.3	48.47786749	-0.737282023	0.271423145	-2.716356495	0.00660048	0.027642287
FITM2	Tissue enhanced	heart muscle: 40.1	201.7150528	-0.01068928	0.086555101	-0.123496821	0.901713692	0.952085126
BLM	Mixed		6.988228974	-0.885139835	0.341517802	-2.591782416	0.009548014	0.03729887
ZNF720	Expressed in all		154.0258064	-0.287853989	0.101495489	-2.836125947	0.004566443	0.020441013
OR10D3	Not detected		0	NA	NA	NA	NA	NA
DDI2	Expressed in all		2199.439933	0.349640623	0.086735441	4.031115975	5.55E-05	0.00048916
SVIL	Expressed in all		249.2240684	-0.289372894	0.176128964	-1.642960295	0.100391148	0.23106306
TRIM33	Expressed in all		739.6488277	0.169695066	0.094617293	1.793488908	0.072894783	0.183141888
LRP10	Expressed in all		933.9699589	-0.64751452	0.099620255	-6.499827996	8.04E-11	3.04E-09
PELI1	Expressed in all		295.8340458	-0.284290581	0.129607149	-2.193479159	0.028272875	0.088762349
ZNF655	Expressed in all		568.4554835	-0.128921379	0.081273257	-1.5862706	0.112677938	0.25112815
MRPL21	Expressed in all		317.9635224	0.09793465	0.138346784	0.707892495	0.479012021	0.66489412
LYPD2	Tissue enhanced	esophagus: 99.1;tonsil: 24.0	4.143713482	0.181110383	0.583746673	0.310255101	0.756366972	0.865268522
UAP1L1	Mixed		50.94741929	-0.58847091	0.164841528	-3.569919052	0.000357092	0.002396624
ZNF98	Tissue enhanced	ovary: 14.4;testis: 14.1	0.604498883	-1.441240155	0.956330178	-1.507052886	0.131797102	0.281109182
FBXL22	Tissue enhanced	endometrium: 50.4;seminal vesicle: 44.0;smooth muscle: 46.1	3.899773701	0.535276458	0.38339503	1.396148661	0.162669733	0.325442213
ZNF786	Mixed		33.36925835	-0.287633587	0.43104079	-0.667300156	0.504580426	0.68608086
ZNF517	Mixed		99.08676123	0.5155004	0.132560768	3.888785555	0.000100747	0.000821184
S100A7L2	Not detected		0	NA	NA	NA	NA	NA
ZNF675	Expressed in all		38.26047607	-0.600442478	0.193055286	-3.110209978	0.001869544	0.009689477
SLC22A5	Mixed		158.0231871	0.081012256	0.119903621	0.675644786	0.499266199	0.681783614
OR8S1	Not detected		0.471936548	-0.786438387	0.86348254	-0.91077509	0.36241389	NA
DACT3	Mixed		49.19259185	-0.986285643	0.192376364	-5.126854588	2.95E-07	4.97E-06
ADARB1	Expressed in all		194.8014038	-0.273217946	0.101877982	-2.681815445	0.007322384	0.030019123
ZNF860	Mixed		2.667437188	-0.952844638	0.417814033	-2.280547236	0.022575253	0.074363605
HTT	Expressed in all		913.9647804	0.081878291	0.086999979	0.941130006	0.34663824	0.541300151
OR6N1	Not detected		0.008409041	0.165896751	3.928753465	0.042226307	0.966318291	NA
C5AR1	Tissue enhanced	appendix: 121.2	145.9213367	-1.172371804	0.256779426	-4.565676555	4.98E-06	6.00E-05
DIO3	Tissue enhanced	"cervix, uterine: 27.8;placenta: 25.4"	0.306736702	-1.135555897	1.378615242	-0.823693125	0.410113947	NA
CYP2B6	Tissue enriched	liver: 283.3	6496.494756	0.081219003	0.248709698	0.326561465	0.743999593	0.856909354
HIST1H3D	Tissue enriched	bone marrow: 6.5	1.487854982	-0.618469667	0.698304685	-0.885673088	0.375793714	0.570439229
DCHS2	Tissue enhanced	endometrium: 1.9	2.528023585	0.647592159	0.483574792	1.339176832	0.180513113	0.350617425
VEPH1	Tissue enhanced	adrenal gland: 26.6;kidney: 28.8;lung: 43.9	36.23456162	-1.932746206	0.318577377	-6.066803062	1.30E-09	3.86E-08
FABP12	Group enriched	esophagus: 4.3;testis: 15.4	0.020264353	0.411424547	3.92884572	0.104718937	0.916598835	NA
SHPK	Mixed		447.706432	0.126791902	0.109180118	1.16130945	0.245516078	0.431857568
OR51D1	Not detected		0	NA	NA	NA	NA	NA
IPP	Expressed in all		244.7599791	-0.047263012	0.08770656	-0.538876594	0.589972009	0.752567394
OPALIN	Tissue enriched	cerebral cortex: 86.3	0.034679958	0.411421968	3.92884572	0.10471828	0.916599356	NA
OR13G1	Not detected		0.012396246	0.41142617	3.92884572	0.10471935	0.916598507	NA
MAP3K5	Expressed in all		277.7354791	0.039272627	0.122980503	0.31934027	0.749468499	0.860659655
OGDHL	Tissue enhanced	kidney: 128.4;parathyroid gland: 56.3	2672.586389	0.15532625	0.146090815	1.063217083	0.287683517	0.479923228
CYP2F1	Group enriched	lung: 2.4;testis: 1.9	1.035156359	-0.090963085	0.766548772	-0.11866575	0.905540172	0.954223067
GSTK1	Expressed in all		3063.363469	0.170477036	0.079721365	2.138410895	0.032483409	0.099082159
HNRNPAB	Expressed in all		958.9294422	-0.093442899	0.107679738	-0.867785344	0.385511855	0.580198165
OR2L5	Not detected		0.008809939	0.315246649	3.92884572	0.080238999	0.936047173	NA
STMN3	Tissue enhanced	cerebral cortex: 225.7	40.08476884	-1.529408512	0.222746252	-6.866146993	6.60E-12	3.21E-10
PDGFA	Expressed in all		102.9153975	-1.738299877	0.200754032	-8.658854125	4.77E-18	6.57E-16
GYPE	Tissue enhanced	bone marrow: 8.1	2.377095528	-1.635935338	0.428921715	-3.814065085	0.000136699	0.001062398
COL13A1	Tissue enhanced	epididymis: 32.9	7.972263746	-0.579955384	0.296058251	-1.958923225	0.050121779	0.138278219
SPN	Tissue enhanced	bone marrow: 38.6;lung: 33.3	217.8987295	-0.292349408	0.169431329	-1.725474323	0.084442027	0.204098979
ZNF695	Tissue enhanced	testis: 1.2	0.346699702	-0.845123068	0.956236382	-0.883801415	0.376803422	NA
PCDHB11	Tissue enhanced	parathyroid gland: 8.2	7.130284928	-0.934271454	0.356020789	-2.624204772	0.008685155	0.034531156
ZNF628	Tissue enhanced	testis: 7.2	49.1657286	0.178344434	0.212879573	0.837771475	0.402159062	0.59571232
GALP	Not detected		2.732532106	-0.364111902	0.533437062	-0.682577061	0.494874133	0.677570089
SLC2A10	Mixed		1215.512717	-0.056523541	0.116504125	-0.48516343	0.627560421	0.779156646
ZNF665	Mixed		10.51335804	-0.650477032	0.274657123	-2.36832391	0.017868884	0.061899546
RPF2	Expressed in all		280.0283414	-0.057633682	0.092237014	-0.624843312	0.532073901	0.708658888
SLC28A3	Tissue enhanced	breast: 10.7;gallbladder: 11.7;skin: 9.8	26.40345431	-1.990525099	0.356947608	-5.576518942	2.45E-08	5.36E-07
FAM177B	Tissue enhanced	stomach: 47.3	1.266706362	-0.645225076	0.578575872	-1.115195269	0.264766753	0.453883258
MIB2	Tissue enhanced	skeletal muscle: 12.4	380.2454729	0.567019505	0.224570244	2.524909333	0.011572814	0.043595954
OR6Y1	Not detected		0	NA	NA	NA	NA	NA
MYO5A	Expressed in all		198.1598948	-0.954063314	0.172378234	-5.53470872	3.12E-08	6.64E-07
C5orf56	Mixed		47.76262946	0.291454755	0.157792826	1.84707228	0.064736665	0.167968502
GZMM	Tissue enhanced	lymph node: 20.9;spleen: 19.7	19.05495882	0.4127811	0.317614718	1.299628377	0.193728369	0.368775735
ATG7	Expressed in all		223.0177604	-0.265973744	0.101413147	-2.622675174	0.008724241	0.034658877
SIPA1L1	Expressed in all		481.5418034	-0.168378032	0.072342173	-2.327522472	0.019937474	0.067570259
TTC30A	Mixed		90.20931206	0.000138381	0.188938922	0.000732411	0.99941562	0.999696739
SSPO	Not detected		16.44878691	0.608205127	0.344182415	1.767101109	0.077211297	0.191245852
ELANE	Tissue enriched	bone marrow: 1199.6	4.68572709	-0.163094578	0.609758349	-0.26747412	0.789104137	0.885305989
RAB40C	Expressed in all		199.3609644	0.199152855	0.145213829	1.371445512	0.170236118	0.336464945
PIGN	Expressed in all		381.7472229	0.064136243	0.108313328	0.592136198	0.553759389	0.725638255
COL4A6	Mixed		3.889005769	-0.033236321	0.387831268	-0.08569789	0.931706579	0.966954612
ZNF624	Mixed		43.91573274	-0.168745784	0.133861956	-1.260595539	0.207454607	0.386163728
HHLA3	Mixed		99.18533216	-0.029596177	0.124564108	-0.237597951	0.81219294	0.899573698
HOXA4	Tissue enhanced	fallopian tube: 37.3;parathyroid gland: 35.3	13.16534643	-0.268495781	0.353528019	-0.759475251	0.447568313	0.637484581
TOPORS	Expressed in all		444.1510059	-0.032094588	0.063350946	-0.506615767	0.612424443	0.769189218
BCO2	Tissue enhanced	heart muscle: 21.7;liver: 25.7	920.9448553	1.313859699	0.228608622	5.747200982	9.07E-09	2.21E-07
KCNMB2	Tissue enhanced	epididymis: 43.1;fallopian tube: 22.3;ovary: 19.0	2.372508374	-0.679588811	0.425487185	-1.597201595	0.110220777	0.247227051
ENTPD6	Expressed in all		364.7169481	-0.180091324	0.138994752	-1.295669958	0.195089216	0.370089211
DMBX1	Tissue enhanced	testis: 1.2	1.544424801	0.329193126	0.687956728	0.478508476	0.632288343	0.782747549
OR11L1	Not detected		0.029895539	0.315242587	3.92884572	0.080237965	0.936047995	NA
ENPP1	Tissue enhanced	parathyroid gland: 54.3;placenta: 62.9	2301.889209	0.367274954	0.112730557	3.25798934	0.001122046	0.006322113
CCDC154	Tissue enhanced	testis: 6.5	4.710211161	0.216538322	0.371110284	0.583487795	0.559564971	0.729929823
FAR1	Expressed in all		253.0348665	-0.600936142	0.176106074	-3.412353298	0.000644046	0.003957599
C5orf42	Mixed		111.3300391	-0.145506305	0.155567998	-0.935322864	0.349621936	0.54425232
ZNF841	Mixed		89.3061014	-0.361775532	0.128454649	-2.81636775	0.004857004	0.021494291
MFAP5	Expressed in all		7.390004626	-2.148139329	0.509994185	-4.212085921	2.53E-05	0.000245078
MYH6	Tissue enriched	heart muscle: 1838.3	0.247881236	-0.629740773	1.497013716	-0.420664664	0.673999967	NA
ZNF615	Mixed		77.65535708	0.002779236	0.181140285	0.015343006	0.987758533	0.994068047
CXorf40A	Expressed in all		120.4869071	0.248104294	0.093095009	2.665065472	0.007697334	0.031242414
CDC42SE1	Expressed in all		550.6530239	-0.632421673	0.101779556	-6.213641476	5.18E-10	1.67E-08
MPEG1	Tissue enhanced	spleen: 283.2	1106.746112	0.070782341	0.214975483	0.329257738	0.741960885	0.855245863
SERPINB2	Group enriched	esophagus: 260.7;placenta: 70.3;skin: 105.8;tonsil: 72.9	1.262771252	-0.033641289	1.119702837	-0.030044836	0.976031295	0.988862313
DPP4	Tissue enhanced	parathyroid gland: 550.6	1024.86107	0.640481271	0.173904066	3.682957412	0.000230544	0.001642038
SERPINB13	Tissue enriched	esophagus: 184.6	0.068033046	0.014324162	3.285559337	0.004359733	0.996521447	NA
PDCD1LG2	Tissue enhanced	spleen: 21.5	42.0795764	0.334214434	0.349341739	0.956697689	0.338719865	0.533781805
ZNF433	Expressed in all		41.67258337	-0.122490439	0.130867226	-0.935990182	0.349278243	0.54409157
CCER1	Tissue enriched	testis: 34.0	0.005275638	0.41142617	3.92884572	0.10471935	0.916598507	NA
DNAH10	Group enriched	fallopian tube: 5.6;testis: 5.6	12.29641146	-0.349816107	0.212414951	-1.646852565	0.099588354	0.229675318
SLC22A24	Tissue enriched	kidney: 4.6	1.015613255	-0.537244426	0.639373476	-0.84026699	0.400758705	0.594487006
KRTAP26-1	Tissue enriched	placenta: 1.9	0	NA	NA	NA	NA	NA
SPTAN1	Expressed in all		1234.27437	-0.515615709	0.105665921	-4.879678394	1.06E-06	1.54E-05
NMB	Tissue enhanced	adipose tissue: 46.2;cerebral cortex: 47.2	13.47453194	-0.330927426	0.200804645	-1.648006829	0.09935127	0.229335234
PARVA	Mixed		347.990715	-0.386369098	0.137151815	-2.817090667	0.004846084	0.021461231
KLHL14	Tissue enhanced	parathyroid gland: 19.3;seminal vesicle: 17.9;thyroid gland: 23.0	3.680515745	-0.695046347	0.483595022	-1.437248762	0.150647322	0.308190646
OR6C74	Not detected		0	NA	NA	NA	NA	NA
FAM114A1	Expressed in all		1313.69751	0.290820383	0.085597018	3.397552759	0.000679915	0.004143236
RPE	Expressed in all		345.0387505	0.009507351	0.113920192	0.08345624	0.933488771	0.967424389
ZNF460	Mixed		115.0968536	-0.276270186	0.224336747	-1.231497689	0.21813678	0.399387972
CR1L	Not detected		6.372387433	1.746645295	0.407722435	4.283907737	1.84E-05	0.000186721
PHF2	Expressed in all		355.1648271	-0.06917307	0.076437556	-0.904961823	0.365485613	0.560361749
RPS26	Expressed in all		191.6911129	0.356064699	0.150321533	2.368687253	0.017851341	0.061855991
C14orf178	Mixed		1.064761055	0.530732804	1.021799035	0.519410163	0.603474746	0.763134206
SCGB1D4	Group enriched	"cervix, uterine: 76.0;epididymis: 55.4;fallopian tube: 74.8"	0	NA	NA	NA	NA	NA
PSAP	Expressed in all		10720.58245	-0.093230757	0.147380652	-0.632584777	0.527004831	0.70463579
S100A10	Expressed in all		804.2130548	-0.75491826	0.124951034	-6.041712802	1.52E-09	4.44E-08
CFAP43	Group enriched	fallopian tube: 78.0;testis: 103.2	6.895379957	-1.550285374	0.27365653	-5.665077216	1.47E-08	3.39E-07
LHFPL5	Tissue enhanced	epididymis: 10.8	2.621213616	1.270431025	0.451084383	2.816393279	0.004856618	0.021494291
RPL37A	Expressed in all		5899.00232	0.231155757	0.103838131	2.226116298	0.026006393	0.082954527
HOXC6	Mixed		1.004998678	0.297046599	0.739965137	0.401433236	0.688101184	0.821451313
TXNRD3	Tissue enhanced	testis: 43.4	162.0568202	0.068940097	0.09705639	0.710309717	0.477512095	0.663987744
CFD	Tissue enriched	adipose tissue: 378.5	231.0664319	0.813812781	0.335328366	2.426913028	0.015227906	0.054315555
STPG3	Tissue enriched	testis: 27.7	15.13091566	1.333830464	0.326347858	4.08714331	4.37E-05	0.000396325
MAP1LC3C	Tissue enhanced	breast: 12.7;placenta: 16.1	1.945928296	-0.763905549	0.474086932	-1.611319565	0.107110089	0.242082026
MCMBP	Expressed in all		607.071998	-0.049308906	0.085758569	-0.57497352	0.565309206	0.734243342
EME2	Mixed		73.55683484	0.422572946	0.182909948	2.310278641	0.020872733	0.069977217
KLHDC1	Mixed		70.40537713	0.105711015	0.164317608	0.643333457	0.520007751	0.698874471
ZNF81	Mixed		37.4022566	-0.023668112	0.156834138	-0.150911736	0.880045343	0.939245786
TAF13	Expressed in all		588.5462554	-0.081745783	0.146997714	-0.556102414	0.578140845	0.743625414
ZNF780A	Mixed		215.6690866	-0.027821646	0.125055019	-0.222475247	0.82394394	0.905170117
ATAD3A	Expressed in all		192.1361185	0.451638222	0.207013364	2.181686309	0.029132692	0.090888595
OR5B17	Not detected		0.012653248	0.315246362	3.92884572	0.080238926	0.936047231	NA
OR52M1	Not detected		0	NA	NA	NA	NA	NA
FAM118B	Expressed in all		121.1760354	-0.100521528	0.076101048	-1.32089545	0.186536227	0.359177468
ZNF461	Mixed		38.62122489	-0.333068263	0.177201578	-1.879600995	0.060162478	0.159304814
CCDC180	Group enriched	fallopian tube: 15.8;testis: 37.9	19.51379623	-0.350294581	0.21584441	-1.62290319	0.104610102	0.237982892
SLC9A8	Expressed in all		371.3966928	0.214656923	0.089279947	2.404312849	0.0162029	0.056976804
OCLN	Tissue enhanced	thyroid gland: 78.7	1343.96511	-0.029637869	0.116917795	-0.253493229	0.799887093	0.892736254
C4orf22	Group enriched	fallopian tube: 30.6;testis: 47.6	1.030257426	1.724388646	0.728756756	2.366206053	0.017971439	0.062171503
HIST4H4	Mixed		11.39108884	0.058185182	0.238560701	0.243900949	0.807307534	0.896916292
CYP2A13	Not detected		28.94971284	1.366991882	0.44819399	3.050000476	0.00228841	0.011480289
ZNF181	Expressed in all		205.1919451	0.262396546	0.120995742	2.168642815	0.030109812	0.093166383
OR8G1	Not detected		0.003529959	0.175321379	3.928761563	0.0446251	0.964406135	NA
FAM212B	Mixed		46.03181136	-0.754855215	0.146536552	-5.151310061	2.59E-07	4.42E-06
ZNF44	Mixed		42.77956933	-0.047446335	0.349007372	-0.135946511	0.891863566	0.946300659
GPAA1	Expressed in all		1161.241666	0.131774687	0.139245788	0.946345949	0.343972165	0.538623583
ADAMTSL2	Tissue enhanced	adrenal gland: 29.0	580.6450378	-1.046686677	0.196905899	-5.315669481	1.06E-07	1.97E-06
SGTB	Tissue enhanced	cerebral cortex: 52.0	128.9889099	-0.332446645	0.132204887	-2.514632035	0.011915668	0.044610725
ZNF790	Mixed		90.59974968	-0.417849853	0.145272665	-2.876314368	0.004023488	0.018387494
PRB3	Tissue enriched	salivary gland: 5770.7	0.484005514	0.763236023	1.230469904	0.620280123	0.535073379	0.711022347
FAM49A	Tissue enhanced	cerebral cortex: 81.4	182.0209144	-0.460135754	0.164316705	-2.800298075	0.005105544	0.022436536
MYO1C	Expressed in all		530.4720821	-0.479043116	0.196308867	-2.440252059	0.014677017	0.052758843
MDS2	Tissue enhanced	lymph node: 7.7;tonsil: 4.0	1.412916578	-0.405016818	0.569140723	-0.711628604	0.476694789	0.663221741
NKIRAS1	Expressed in all		233.6958902	0.100228331	0.102314159	0.979613496	0.32727694	0.52200326
OR1S2	Not detected		0	NA	NA	NA	NA	NA
UGT2B17	Tissue enhanced	colon: 372.4;duodenum: 371.2;small intestine: 522.5	2073.957845	2.27063275	0.416874566	5.446800872	5.13E-08	1.03E-06
MEIG1	Group enriched	fallopian tube: 6.7;testis: 13.0	3.193585797	-0.57944062	0.401067402	-1.444746238	0.148529177	0.305161506
SLC22A12	Tissue enriched	kidney: 105.0	3.52188179	-1.127617962	0.683313989	-1.650219343	0.098898082	0.228692053
KIF13B	Tissue enriched	parathyroid gland: 208.8	605.7061103	-0.125282241	0.111626916	-1.122330033	0.261722141	0.450563104
NRAP	Group enriched	heart muscle: 210.6;skeletal muscle: 814.0	7.968377384	0.598561733	0.40402946	1.481480417	0.1384786	0.291327757
ADH5	Expressed in all		3767.985996	0.270277966	0.086558819	3.12247751	0.001793358	0.009345209
SLC22A6	Tissue enriched	kidney: 200.2	0	NA	NA	NA	NA	NA
HIST1H2BK	Expressed in all		0.014027933	0.41142617	3.92884572	0.10471935	0.916598507	NA
TEAD4	Tissue enhanced	skeletal muscle: 38.8	25.02922449	-0.962660784	0.199762431	-4.819028178	1.44E-06	2.02E-05
SPG7	Expressed in all		816.0140479	0.201109611	0.091543906	2.196865075	0.028030084	0.088122364
HRNR	Not detected		3.6830045	-0.679007542	0.47216803	-1.438063359	0.150416078	0.30784407
IFNA1	Not detected		0	NA	NA	NA	NA	NA
HES5	Tissue enhanced	cerebral cortex: 1.8	2.106510721	0.97631719	0.589705263	1.655601962	0.097802453	0.226832801
ZNF677	Expressed in all		16.6975094	0.048069733	0.215016808	0.223562677	0.823097608	0.905170117
ERO1A	Expressed in all		1485.32078	-0.308851578	0.086369073	-3.575951077	0.000348957	0.002349626
ZNF823	Mixed		38.00554559	0.000684985	0.42481681	0.001612425	0.998713472	0.999491048
ZNF311	Not detected		7.968907362	0.58052841	0.702001166	0.826962173	0.408258502	0.601591111
ZNF347	Expressed in all		60.66027063	-0.478723087	0.17972821	-2.663594583	0.007731067	0.031353774
OR5H2	Not detected		0	NA	NA	NA	NA	NA
PLCG2	Tissue enhanced	lymph node: 78.9	486.9760334	-0.182179862	0.114297481	-1.59390968	0.110956266	0.248362047
FCHSD1	Mixed		36.48107586	-1.098141788	0.201837568	-5.440720466	5.31E-08	1.06E-06
ZNF71	Mixed		31.74624202	-0.251980509	0.158723533	-1.587543466	0.112389611	0.250668809
AADACL2	Tissue enriched	skin: 31.1	0.165383231	-0.153331217	1.842793836	-0.083205844	0.933687866	NA
S100A6	Expressed in all		418.2229831	-1.682198996	0.2132378	-7.888840498	3.05E-15	2.69E-13
RPL12	Expressed in all		4756.036664	0.06103149	0.153489618	0.397626177	0.690905761	0.823180832
DNM3	Tissue enhanced	cerebral cortex: 41.1	11.55685885	-1.035601624	0.266247854	-3.889614911	0.000100403	0.000819188
ZNF121	Expressed in all		84.95441296	0.03851025	0.178638759	0.215576117	0.829318174	0.908396432
MPZL1	Expressed in all		540.0167795	-0.555379901	0.091969284	-6.038754187	1.55E-09	4.52E-08
VPS13A	Expressed in all		663.325206	-0.289979765	0.113131063	-2.563219652	0.010370642	0.039820512
MBP	Tissue enriched	cerebral cortex: 2930.7	770.3532931	-0.179081962	0.079384634	-2.255876905	0.024078341	0.078166686
